Record_ID,Task_ID,Device_ID,Server_ID,Task_Type,Device_Class,Mobility_Status,Data_Size_MB,Comp_Demand_Cycles,Bandwidth_Mbps,Latency_ms,CPU_Freq_GHz,Memory_MB,Task_Offloaded,Overload_Flag,Chaos_Flag,Energy_Consumption_J,Timestamp
1292,630,213,7,Health_Monitor,High-End,Static,1.1,3919248735,37.04,48.69,3.82,19594,Yes,Yes,Yes,7.12,2024-03-29 23:47:59
1293,629,46,2,Control_Command,Mid-End,Static,3.05,5296165609,99.77,41.81,4.19,24766,Yes,Yes,Yes,12.06,2024-04-24 08:36:12
1294,401,446,9,Video_Stream,Mid-End,Slow,3.6,7409834766,46.53,12.6,4.14,28254,Yes,Yes,No,2.74,2024-02-07 04:18:15
1295,709,70,10,AR_VR_App,Mid-End,Static,4.1,2230826458,29.11,41.15,3.18,14263,Yes,Yes,Yes,16.07,2024-05-21 11:10:13
1296,1730,182,4,Control_Command,High-End,Static,1.4,6245757042,66.6,42.85,3.35,11036,Yes,Yes,Yes,16.36,2024-03-03 14:45:38
1297,1828,388,7,Health_Monitor,Mid-End,Static,1.25,9931207342,31.98,36.08,4.92,5577,Yes,Yes,No,17.82,2024-07-16 18:17:46
1298,1522,173,5,Data_Upload,Mid-End,Static,0.97,8212277402,54.47,34.58,3.57,32686,Yes,Yes,No,16.8,2024-07-21 11:19:20
1299,1640,469,5,Data_Upload,Mid-End,Fast,3.36,1916213343,53.43,24.84,4.12,8485,Yes,Yes,No,4.04,2024-07-17 04:16:29
1300,174,310,7,Health_Monitor,Mid-End,Fast,3.68,173665913,50.82,33.88,3.75,28907,Yes,Yes,No,11.77,2024-07-04 10:44:31
1301,301,209,9,Video_Stream,Mid-End,Slow,0.64,8173671174,81.65,38.19,4.64,7205,Yes,Yes,No,5.44,2024-04-26 22:22:40
1302,103,437,4,Video_Stream,High-End,Static,4.71,8076614701,29.5,10.53,4.59,20059,Yes,Yes,No,4.33,2024-03-19 07:58:41
1303,521,223,9,Video_Stream,Low-End,Static,0.73,6005813629,91.39,16.58,4.12,5218,Yes,Yes,No,2.56,2024-02-26 17:24:36
1304,1188,428,9,Health_Monitor,Mid-End,Fast,2.94,2084272783,81.22,13.73,4.83,10336,Yes,Yes,No,3.04,2024-03-02 16:33:54
1305,1029,343,8,Data_Upload,Low-End,Static,3.69,8743142020,39.98,42.85,3.02,31454,Yes,Yes,Yes,8.66,2024-06-26 13:36:11
1306,1871,96,1,AR_VR_App,Mid-End,Slow,4.42,2077518153,26.25,35.6,3.84,10974,Yes,Yes,No,2.82,2024-05-08 19:59:49
1307,1865,492,10,Data_Upload,High-End,Static,3.71,3995424918,35.16,25.29,3.09,7023,Yes,Yes,No,10.0,2024-05-22 19:34:13
1308,1625,120,9,Video_Stream,Mid-End,Slow,4.11,4249355271,39.94,42.17,2.76,10293,Yes,Yes,Yes,4.82,2024-07-11 07:57:07
1309,178,36,3,Health_Monitor,Mid-End,Static,2.03,4430189077,60.12,37.26,4.43,5094,Yes,Yes,No,16.92,2024-03-26 21:41:34
1310,1820,34,8,Health_Monitor,High-End,Slow,4.17,6878779666,14.17,46.11,4.03,19063,Yes,Yes,Yes,9.19,2024-02-12 19:07:59
1311,27,436,5,AR_VR_App,Low-End,Slow,0.86,7206590461,92.29,8.46,2.76,4564,Yes,Yes,No,13.69,2024-05-16 19:13:48
1312,1902,390,6,Data_Upload,Low-End,Static,4.53,310704092,18.88,27.91,4.97,19946,Yes,Yes,No,10.77,2024-07-21 13:10:19
1313,1711,422,3,Video_Stream,High-End,Slow,2.96,9134909792,35.13,36.8,2.71,12696,Yes,Yes,No,10.51,2024-02-11 20:32:26
1314,1185,342,7,AR_VR_App,Mid-End,Static,4.18,4787589045,19.84,14.34,4.22,24041,Yes,Yes,No,10.79,2024-02-20 02:14:54
1315,1139,289,2,Video_Stream,Low-End,Static,2.54,9548997906,33.1,19.72,4.01,23048,Yes,Yes,No,7.39,2024-06-11 18:24:15
1316,378,459,3,Data_Upload,Mid-End,Static,3.4,1603227927,85.39,23.85,3.54,8596,Yes,Yes,No,4.66,2024-03-14 20:51:05
1317,97,55,2,AR_VR_App,Low-End,Static,2.87,3732970710,65.37,40.74,4.65,4918,Yes,Yes,Yes,17.97,2024-06-08 05:27:21
1318,678,23,9,Video_Stream,Mid-End,Static,3.79,3813918206,30.46,27.21,3.37,11329,Yes,Yes,No,15.7,2024-03-05 11:56:47
1319,1160,381,3,Control_Command,Mid-End,Slow,0.87,8977987953,88.46,27.18,4.56,7524,Yes,Yes,No,6.89,2024-06-04 16:05:12
1320,388,253,8,Health_Monitor,Low-End,Slow,0.77,322408203,82.06,24.39,3.98,8261,Yes,Yes,No,2.79,2024-02-21 07:28:42
1321,1904,44,6,Data_Upload,High-End,Static,1.61,4034830833,77.83,15.29,3.48,14611,Yes,Yes,No,11.75,2024-06-20 17:47:51
1322,1003,100,1,Health_Monitor,High-End,Static,1.22,1069908370,86.29,46.54,3.36,26828,Yes,Yes,Yes,4.07,2024-02-15 18:34:55
1323,164,28,6,Video_Stream,Mid-End,Static,4.42,6744577336,65.77,19.3,3.15,15949,Yes,Yes,No,14.94,2024-05-16 02:01:32
1324,1899,64,8,AR_VR_App,Mid-End,Slow,1.49,8496782433,55.13,30.54,2.54,6530,Yes,Yes,No,7.86,2024-05-18 04:48:14
1325,1439,304,10,Video_Stream,Low-End,Static,4.89,2149891839,43.65,11.7,4.05,31595,Yes,Yes,No,12.79,2024-06-02 15:07:30
1326,1738,315,3,Control_Command,Mid-End,Slow,2.02,6249093706,30.14,24.54,3.64,19816,Yes,Yes,No,10.19,2024-05-18 20:31:52
1327,945,467,7,Control_Command,Low-End,Static,1.32,1182356115,60.17,45.67,3.34,30251,Yes,Yes,Yes,4.06,2024-02-06 20:20:42
1328,681,315,6,Data_Upload,Mid-End,Static,4.05,9024183816,90.05,49.8,2.94,18165,Yes,Yes,Yes,19.62,2024-05-20 11:13:12
1329,1002,299,1,Health_Monitor,Mid-End,Fast,3.46,9326066145,63.46,21.28,2.5,17320,Yes,Yes,No,2.52,2024-01-28 14:24:57
1330,1160,171,2,Video_Stream,High-End,Slow,2.74,1906422760,92.76,11.93,4.19,9368,Yes,Yes,No,18.83,2024-03-28 00:06:35
1331,158,461,5,Control_Command,High-End,Slow,3.0,3385659966,42.12,19.15,4.65,16434,Yes,Yes,No,14.72,2024-03-18 21:03:20
1332,398,141,7,AR_VR_App,Mid-End,Static,3.74,3748480004,72.56,19.73,3.38,28686,Yes,Yes,No,12.09,2024-02-10 01:38:56
1333,813,72,4,Video_Stream,Mid-End,Slow,1.53,4186505378,68.38,34.0,3.85,24681,Yes,Yes,No,17.0,2024-05-10 12:32:38
1334,1763,43,6,Data_Upload,Mid-End,Slow,4.98,2539268803,70.34,27.33,4.0,23244,Yes,Yes,No,3.0,2024-07-20 02:19:17
1335,1390,240,2,AR_VR_App,Mid-End,Static,4.89,810063023,68.05,39.58,3.12,10395,Yes,Yes,No,4.9,2024-06-09 02:11:37
1336,1326,269,5,Health_Monitor,High-End,Static,3.43,8107592819,29.95,36.56,3.72,5818,Yes,Yes,No,12.99,2024-02-09 17:11:15
1337,963,419,10,Data_Upload,Mid-End,Static,1.4,2783994900,22.92,16.31,4.16,26858,Yes,Yes,No,11.82,2024-01-31 10:27:09
1338,349,219,3,Health_Monitor,High-End,Static,3.56,4788107640,98.08,40.29,4.69,12611,Yes,Yes,Yes,12.12,2024-05-06 06:33:10
1339,784,139,1,Health_Monitor,High-End,Static,0.82,6763600065,14.08,43.14,4.52,18917,Yes,Yes,Yes,17.44,2024-02-26 23:21:25
1340,394,405,6,Control_Command,Low-End,Fast,0.64,167750491,52.1,31.93,4.67,15961,Yes,Yes,No,14.16,2024-07-06 15:18:17
1341,1348,200,9,Health_Monitor,High-End,Slow,1.66,3638988864,48.26,46.75,4.99,7468,Yes,Yes,Yes,8.69,2024-04-27 13:55:32
1342,948,362,10,AR_VR_App,Low-End,Slow,2.58,8521304882,42.4,40.23,3.16,26834,Yes,Yes,Yes,13.13,2024-05-16 13:44:39
1343,50,154,8,AR_VR_App,High-End,Slow,4.41,9205142576,80.38,31.79,4.32,24681,Yes,Yes,No,14.69,2024-04-28 02:55:18
1344,1348,350,4,AR_VR_App,High-End,Fast,3.77,3269299529,77.08,45.78,3.9,17692,Yes,Yes,Yes,5.88,2024-07-15 19:38:07
1345,1538,214,8,Video_Stream,High-End,Static,3.84,2614636811,91.47,32.02,3.96,8859,Yes,Yes,No,2.96,2024-02-26 23:47:40
1346,843,50,5,Control_Command,Mid-End,Static,2.41,115960516,45.59,28.45,3.22,29474,Yes,Yes,No,11.32,2024-04-21 04:19:09
1347,1487,49,3,Control_Command,Low-End,Slow,2.06,9809193997,60.78,21.03,4.62,21516,Yes,Yes,No,14.31,2024-03-08 19:33:39
1348,1099,359,4,AR_VR_App,Low-End,Static,2.17,6706520367,90.31,44.73,4.47,26034,Yes,Yes,Yes,17.7,2024-05-02 19:15:16
1349,1783,498,7,Video_Stream,Mid-End,Fast,4.94,2388675024,99.45,10.52,4.55,18924,Yes,Yes,No,12.69,2024-02-24 08:06:28
1350,501,458,5,Health_Monitor,Low-End,Fast,0.68,1405041210,97.24,26.31,4.99,20448,Yes,Yes,No,12.78,2024-01-23 00:49:39
1351,1751,346,4,Health_Monitor,High-End,Fast,4.4,6716522737,74.61,29.18,3.27,10180,Yes,Yes,No,11.36,2024-04-08 16:51:26
1352,742,244,3,Health_Monitor,Low-End,Slow,3.1,3044082322,22.89,29.96,4.94,4109,Yes,Yes,No,18.68,2024-07-13 19:49:21
1353,1778,347,3,Control_Command,Mid-End,Slow,2.47,9207048486,12.09,34.34,3.02,26184,Yes,Yes,No,17.54,2024-05-10 19:22:01
1354,188,342,10,Health_Monitor,Mid-End,Slow,3.76,627378611,84.27,27.76,2.73,11203,Yes,Yes,No,11.39,2024-04-29 08:21:42
1355,946,269,6,Video_Stream,Low-End,Static,2.69,9849987019,85.68,16.56,2.53,7361,Yes,Yes,No,14.34,2024-03-26 16:46:15
1356,129,423,8,Video_Stream,Low-End,Static,4.43,5161846000,77.17,43.56,3.09,7924,Yes,Yes,Yes,13.92,2024-04-20 05:38:52
1357,1517,439,4,Health_Monitor,High-End,Static,4.55,8695580911,35.19,34.59,3.28,12621,Yes,Yes,No,6.84,2024-04-02 06:51:44
1358,97,263,1,Control_Command,High-End,Slow,2.4,3065840529,67.58,43.62,3.27,10498,Yes,Yes,Yes,6.66,2024-02-20 01:10:22
1359,365,244,4,Data_Upload,Mid-End,Slow,1.75,2447221692,38.46,17.42,4.82,24579,Yes,Yes,No,19.98,2024-07-10 15:15:50
1360,501,171,5,AR_VR_App,Low-End,Static,3.17,3110641756,50.56,33.67,3.28,15788,Yes,Yes,No,16.9,2024-06-28 00:34:10
1361,1189,42,8,Health_Monitor,Low-End,Static,4.61,4118750980,44.42,37.14,4.15,13070,Yes,Yes,No,15.56,2024-03-24 07:30:11
1362,919,442,7,Health_Monitor,Mid-End,Fast,1.45,2959046935,92.23,22.25,4.96,20659,Yes,Yes,No,18.68,2024-02-09 03:40:24
1363,177,396,2,AR_VR_App,Mid-End,Static,3.3,1238558911,31.07,41.55,3.23,29147,Yes,Yes,Yes,15.26,2024-06-23 01:13:20
1364,1008,13,9,Data_Upload,High-End,Slow,3.34,1999768841,61.98,5.11,4.94,13251,Yes,Yes,No,16.56,2024-05-16 21:45:52
1365,629,268,3,Health_Monitor,Low-End,Static,3.8,2489801979,42.49,31.77,4.41,31343,Yes,Yes,No,7.54,2024-07-13 01:46:20
1366,1746,204,9,Health_Monitor,Mid-End,Fast,1.09,2323120086,69.68,32.61,4.53,14923,Yes,Yes,No,11.39,2024-03-25 01:36:38
1367,970,294,1,Data_Upload,Mid-End,Slow,3.72,8083379069,60.81,29.02,3.92,26554,Yes,Yes,No,9.98,2024-05-04 15:58:55
1368,1984,259,9,AR_VR_App,Low-End,Static,4.59,4665622292,93.16,33.35,4.44,17424,Yes,Yes,No,8.2,2024-03-22 19:39:07
1369,273,200,7,Video_Stream,Mid-End,Static,1.31,4462014424,19.15,12.53,4.03,5904,Yes,Yes,No,15.48,2024-03-18 02:03:18
1370,1351,497,2,Health_Monitor,Mid-End,Fast,1.57,5700211645,29.86,35.82,3.71,9989,Yes,Yes,No,10.51,2024-02-27 18:20:46
1371,399,318,10,Health_Monitor,Mid-End,Slow,4.87,5534110692,78.97,20.11,4.64,22706,Yes,Yes,No,18.52,2024-04-06 08:31:32
1372,1587,159,7,Control_Command,Low-End,Static,1.31,4950654155,43.19,25.34,4.55,8107,Yes,Yes,No,9.49,2024-06-18 11:36:39
1373,411,461,1,Data_Upload,Mid-End,Static,4.34,6589733507,24.92,19.99,3.49,30255,Yes,Yes,No,10.17,2024-06-18 21:46:10
1374,777,200,3,Health_Monitor,Mid-End,Static,2.72,9349960716,55.3,26.33,2.6,8578,Yes,Yes,No,18.08,2024-07-13 11:40:30
1375,1088,293,7,Control_Command,Mid-End,Static,1.61,2746965662,68.69,32.97,4.82,18431,Yes,Yes,No,3.02,2024-03-23 10:59:12
1376,1471,280,3,Video_Stream,Mid-End,Static,4.42,6871760347,14.03,42.73,4.46,20019,Yes,Yes,Yes,11.55,2024-02-28 18:58:41
1377,341,92,2,Data_Upload,Mid-End,Slow,2.5,3648799342,36.25,26.75,4.64,24225,Yes,Yes,No,6.86,2024-03-19 15:03:26
1378,1973,68,5,Video_Stream,Low-End,Static,2.82,6375157523,82.85,19.55,2.56,27890,Yes,Yes,No,10.01,2024-04-08 10:01:04
1379,1253,64,3,Control_Command,High-End,Static,2.12,7792596259,56.82,26.96,4.69,20356,Yes,Yes,No,14.2,2024-02-07 20:16:10
1380,505,144,9,AR_VR_App,High-End,Static,3.17,6832514923,13.18,36.0,3.67,25669,Yes,Yes,No,13.34,2024-06-22 06:22:35
1381,861,274,7,Data_Upload,Low-End,Static,1.24,3498196401,35.38,20.6,4.78,18190,Yes,Yes,No,8.46,2024-07-01 15:33:14
1382,1834,68,1,AR_VR_App,Mid-End,Slow,2.26,4763657056,67.52,23.64,4.23,28477,Yes,Yes,No,8.07,2024-06-13 18:02:42
1383,1773,235,1,Control_Command,Low-End,Static,4.86,8136477165,27.94,30.33,3.56,13204,Yes,Yes,No,8.92,2024-02-04 12:32:23
1384,737,424,6,Data_Upload,Mid-End,Static,1.66,3524883834,84.47,18.23,2.81,26943,Yes,Yes,No,15.44,2024-07-05 13:52:38
1385,629,314,4,Health_Monitor,Low-End,Static,3.46,7751313058,70.89,14.41,3.89,7535,Yes,Yes,No,10.31,2024-06-05 11:36:17
1386,250,481,1,Control_Command,Low-End,Static,1.96,6250752710,52.42,11.32,4.27,11553,Yes,Yes,No,5.05,2024-07-19 15:09:28
1387,1094,123,9,Control_Command,Mid-End,Static,3.98,6949511705,92.41,20.87,4.76,29128,Yes,Yes,No,18.56,2024-05-06 05:25:58
1388,512,301,2,Video_Stream,Mid-End,Fast,1.09,5892621568,45.26,7.18,4.71,15367,Yes,Yes,No,8.5,2024-04-08 13:42:23
1389,345,53,1,AR_VR_App,Mid-End,Static,4.86,1011225693,31.16,31.26,3.15,8675,Yes,Yes,No,10.49,2024-03-10 19:35:07
1390,547,27,3,Data_Upload,High-End,Slow,2.54,9557252412,69.53,12.92,2.69,11908,Yes,Yes,No,11.39,2024-05-23 08:46:24
1391,1297,374,10,Data_Upload,High-End,Static,1.56,3790117214,61.6,21.98,3.67,19801,Yes,Yes,No,15.02,2024-03-20 10:56:58
1392,556,36,1,Health_Monitor,Low-End,Fast,0.83,7305926440,40.17,17.12,3.19,11976,Yes,Yes,No,7.5,2024-07-22 05:15:20
1393,987,452,4,Data_Upload,Mid-End,Fast,1.26,1950346618,40.93,33.37,3.29,25876,Yes,Yes,No,15.99,2024-05-20 02:05:52
1394,1963,100,4,Health_Monitor,Mid-End,Slow,2.84,8936616885,45.84,43.27,4.17,32618,Yes,Yes,Yes,2.55,2024-06-14 15:01:30
1395,872,141,6,Data_Upload,Mid-End,Static,2.02,6061356518,36.2,33.5,4.37,12118,Yes,Yes,No,15.47,2024-05-08 20:17:24
1396,1369,435,3,Video_Stream,Mid-End,Static,4.23,6042436241,73.92,29.41,4.33,31991,Yes,Yes,No,5.44,2024-06-06 04:52:55
1397,460,176,9,Control_Command,High-End,Slow,2.44,2598728700,68.62,35.11,4.54,25947,Yes,Yes,No,5.75,2024-05-01 08:50:31
1398,1131,188,6,Data_Upload,Mid-End,Slow,1.62,1489109889,49.67,6.35,2.61,23110,Yes,Yes,No,11.98,2024-03-28 07:24:11
1399,886,206,7,Control_Command,Mid-End,Fast,3.28,4798538721,45.81,10.53,4.91,7649,Yes,Yes,No,7.88,2024-04-16 23:32:45
1400,741,106,6,AR_VR_App,Low-End,Static,3.68,7062460215,42.85,9.27,3.35,29532,Yes,Yes,No,4.93,2024-02-12 16:22:34
1401,764,101,9,Control_Command,Mid-End,Slow,1.25,5679722136,35.51,9.42,3.42,4823,Yes,Yes,No,5.68,2024-04-26 03:21:59
1402,488,111,2,AR_VR_App,High-End,Slow,1.25,3627583117,17.71,16.72,4.08,5814,Yes,Yes,No,18.4,2024-06-08 06:56:06
1403,1068,454,8,Data_Upload,High-End,Static,0.67,8419393295,34.14,28.94,3.06,27034,Yes,Yes,No,14.88,2024-02-05 09:46:27
1404,502,179,5,Video_Stream,Mid-End,Static,3.81,9655608925,38.91,10.16,4.19,23222,Yes,Yes,No,5.21,2024-04-28 22:01:34
1405,1958,14,2,Video_Stream,High-End,Static,3.49,1175947173,59.29,47.08,3.16,22036,Yes,Yes,Yes,16.59,2024-06-25 01:26:23
1406,1449,251,7,Control_Command,Mid-End,Slow,2.64,443993213,79.64,43.44,4.25,13729,Yes,Yes,Yes,19.25,2024-02-10 06:51:02
1407,921,171,5,Video_Stream,Low-End,Static,4.3,5556472996,45.61,48.72,4.54,21195,Yes,Yes,Yes,4.29,2024-06-21 20:20:49
1408,49,259,8,AR_VR_App,High-End,Slow,4.13,1375583354,95.03,6.91,4.75,24976,Yes,Yes,No,14.92,2024-03-18 17:27:15
1409,60,153,10,Video_Stream,Mid-End,Static,3.13,1647956926,84.46,43.31,3.52,25349,Yes,Yes,Yes,7.22,2024-03-16 12:07:22
1410,1282,34,6,Video_Stream,Low-End,Static,4.41,7757745302,98.63,41.17,4.52,7552,Yes,Yes,Yes,11.9,2024-04-09 00:33:29
1411,577,198,7,Video_Stream,Mid-End,Static,1.43,406665807,88.86,45.59,3.66,6006,Yes,Yes,Yes,6.51,2024-03-17 06:55:06
1412,1138,440,1,Health_Monitor,Mid-End,Slow,1.0,8141953364,65.51,28.76,3.11,13448,Yes,Yes,No,5.0,2024-02-22 17:26:13
1413,1795,232,2,Health_Monitor,Low-End,Slow,1.71,5862599228,63.86,40.46,4.33,12841,Yes,Yes,Yes,12.15,2024-03-25 22:00:20
1414,349,193,9,Control_Command,Mid-End,Static,0.76,1270692707,21.66,7.31,3.24,17493,Yes,Yes,No,17.05,2024-07-21 07:26:45
1415,398,188,7,Data_Upload,High-End,Fast,2.89,7953346475,75.02,8.41,2.93,20133,Yes,Yes,No,19.4,2024-05-03 08:42:49
1416,1965,238,7,Data_Upload,Low-End,Fast,4.71,5787643028,64.02,10.33,2.8,10240,Yes,Yes,No,16.66,2024-06-12 11:42:34
1417,674,304,4,AR_VR_App,Mid-End,Static,0.68,9702486813,55.62,46.17,3.49,28111,Yes,Yes,Yes,7.05,2024-04-04 13:51:34
1418,1494,497,4,AR_VR_App,Mid-End,Static,1.05,1530538924,72.4,7.75,4.37,18505,Yes,Yes,No,13.66,2024-05-21 19:25:46
1419,676,328,3,Control_Command,Mid-End,Static,2.53,6822533594,49.96,9.51,4.53,12892,Yes,Yes,No,4.89,2024-07-07 13:04:48
1420,15,209,10,Health_Monitor,High-End,Fast,4.7,1801752547,57.15,46.87,4.59,12653,Yes,Yes,Yes,9.72,2024-04-10 09:31:23
1421,549,205,4,Video_Stream,High-End,Static,1.92,930554796,45.85,9.83,3.57,20045,Yes,Yes,No,5.1,2024-04-24 18:40:15
1422,138,403,10,Health_Monitor,Low-End,Fast,2.78,2406739047,74.56,44.14,2.59,27767,Yes,Yes,Yes,16.0,2024-05-29 16:58:00
1423,1289,105,6,Health_Monitor,Low-End,Static,0.69,8902471123,88.89,40.52,2.95,27053,Yes,Yes,Yes,5.12,2024-02-17 17:05:37
1424,818,291,3,Control_Command,Mid-End,Slow,1.17,2748869877,85.68,6.81,2.99,13964,Yes,Yes,No,15.48,2024-04-13 07:23:44
1425,931,242,10,Health_Monitor,Mid-End,Fast,4.94,7083188347,80.74,5.98,3.76,28225,Yes,Yes,No,4.28,2024-04-26 11:23:35
1426,1582,97,8,Data_Upload,Low-End,Slow,4.84,6177999385,11.24,29.05,4.79,28051,Yes,Yes,No,12.02,2024-05-07 01:39:52
1427,618,365,1,Health_Monitor,Mid-End,Static,0.52,3532924428,92.07,49.87,2.83,25078,Yes,Yes,Yes,6.12,2024-06-15 08:03:22
1428,81,365,6,Data_Upload,Mid-End,Slow,4.78,1415896516,34.74,44.55,2.58,26177,Yes,Yes,Yes,5.11,2024-02-29 00:35:25
1429,303,492,2,AR_VR_App,Low-End,Fast,3.38,2118721420,89.92,18.95,2.5,25617,Yes,Yes,No,10.16,2024-03-29 20:08:43
1430,1298,289,1,AR_VR_App,Mid-End,Static,4.41,2356398740,27.73,22.38,4.75,25412,Yes,Yes,No,19.36,2024-06-20 21:05:09
1431,1137,426,4,Control_Command,Mid-End,Static,2.55,9182521470,49.57,22.46,4.56,5529,Yes,Yes,No,4.03,2024-05-08 10:44:51
1432,1022,115,6,Video_Stream,Low-End,Fast,2.82,4359380179,77.45,38.04,4.91,10563,Yes,Yes,No,10.27,2024-03-02 07:08:35
1433,409,310,7,Health_Monitor,Low-End,Slow,2.7,9989024025,67.63,20.35,4.25,5496,Yes,Yes,No,4.12,2024-04-16 08:22:29
1434,1955,39,1,Video_Stream,Mid-End,Static,3.5,7122227113,47.43,11.65,4.03,14843,Yes,Yes,No,6.76,2024-04-29 20:44:43
1435,720,110,3,Data_Upload,Mid-End,Slow,1.13,3471945340,71.08,38.62,2.81,13059,Yes,Yes,No,7.26,2024-03-25 18:10:44
1436,1843,192,6,Video_Stream,Mid-End,Static,0.63,9951954714,59.41,25.61,3.94,7596,Yes,Yes,No,11.37,2024-06-11 23:50:00
1437,365,166,6,Health_Monitor,High-End,Slow,1.89,7641650514,34.82,8.46,4.48,14333,Yes,Yes,No,16.19,2024-07-16 12:17:25
1438,1015,294,10,Video_Stream,Mid-End,Slow,3.67,6037799717,68.17,40.55,4.67,25656,Yes,Yes,Yes,8.35,2024-03-28 17:47:24
1439,241,73,6,Video_Stream,High-End,Slow,1.41,1865922902,28.38,31.34,4.68,28554,Yes,Yes,No,16.15,2024-07-05 17:51:43
1440,89,436,7,Video_Stream,Mid-End,Static,3.53,2989278272,72.46,27.02,3.26,22280,Yes,Yes,No,2.78,2024-05-19 06:07:30
1441,1719,112,7,Control_Command,Low-End,Static,4.86,5619716021,10.28,35.3,2.97,9292,Yes,Yes,No,3.47,2024-04-22 06:09:45
1442,1296,357,10,Video_Stream,Low-End,Slow,0.92,3968119408,59.39,27.74,2.87,4215,Yes,Yes,No,5.47,2024-02-27 19:53:56
1443,1279,303,8,Health_Monitor,Mid-End,Slow,3.53,9251989157,46.1,34.18,4.11,28221,Yes,Yes,No,10.34,2024-05-27 06:42:03
1444,1513,382,2,Health_Monitor,Mid-End,Static,2.5,7227628429,37.28,44.04,2.68,13225,Yes,Yes,Yes,8.94,2024-06-09 23:22:03
1445,1880,65,10,Video_Stream,Mid-End,Static,4.41,2452055738,56.41,32.61,4.68,15604,Yes,Yes,No,15.17,2024-02-07 19:04:34
1446,245,356,1,Control_Command,Mid-End,Static,1.3,2224445191,68.08,34.68,4.52,24463,Yes,Yes,No,19.87,2024-01-31 02:42:22
1447,1804,298,10,Data_Upload,Mid-End,Static,3.62,9384745884,96.88,32.62,2.52,18129,Yes,Yes,No,16.47,2024-07-12 01:45:58
1448,1123,102,7,Video_Stream,High-End,Static,4.27,1686221386,84.98,28.9,3.97,25636,Yes,Yes,No,16.81,2024-01-24 15:00:53
1449,571,55,1,Control_Command,Mid-End,Static,4.75,523831308,74.54,12.74,4.08,23836,Yes,Yes,No,19.79,2024-02-27 22:57:47
1450,1097,315,2,AR_VR_App,Low-End,Fast,3.57,9101254553,53.11,20.11,4.77,10911,Yes,Yes,No,10.6,2024-03-22 02:28:28
1451,624,194,1,Health_Monitor,High-End,Slow,2.74,788674994,45.29,36.19,3.84,12796,Yes,Yes,No,19.41,2024-07-22 05:29:55
1452,1701,74,1,AR_VR_App,Mid-End,Static,3.28,467077103,12.93,24.15,2.63,11610,Yes,Yes,No,12.72,2024-01-25 07:57:48
1453,1312,438,3,Health_Monitor,Mid-End,Fast,4.41,1737716734,42.32,23.28,4.21,18765,Yes,Yes,No,14.34,2024-05-31 16:36:10
1454,953,307,4,Data_Upload,High-End,Static,3.07,8998697458,86.35,39.17,3.37,18696,Yes,Yes,No,3.02,2024-04-27 02:12:03
1455,211,407,5,Control_Command,High-End,Static,0.64,9693628572,44.56,5.25,3.77,30561,Yes,Yes,No,10.69,2024-06-29 23:13:08
1456,534,457,5,Data_Upload,Low-End,Static,4.69,6073766302,51.54,35.55,3.1,22794,Yes,Yes,No,19.56,2024-07-11 22:26:48
1457,941,395,2,AR_VR_App,High-End,Static,3.6,485292734,34.47,27.02,4.65,7320,Yes,Yes,No,18.81,2024-05-25 17:45:44
1458,1890,292,3,Control_Command,Mid-End,Fast,3.54,7081711761,34.67,21.95,3.97,13521,Yes,Yes,No,9.27,2024-01-27 00:14:26
1459,1107,184,8,AR_VR_App,Mid-End,Static,1.47,6521900369,15.57,20.32,4.36,14695,Yes,Yes,No,12.5,2024-06-07 20:05:05
1460,1266,42,2,Video_Stream,Low-End,Static,3.46,1281863430,65.24,12.78,2.88,5382,Yes,Yes,No,17.35,2024-05-07 00:25:53
1461,12,358,4,AR_VR_App,Mid-End,Slow,2.27,6048595715,50.33,20.04,3.91,4768,Yes,Yes,No,7.99,2024-01-27 19:16:31
1462,517,99,7,Data_Upload,Low-End,Static,3.43,6051195144,64.54,22.61,3.25,11002,Yes,Yes,No,6.31,2024-04-02 19:30:20
1463,794,128,9,Data_Upload,Low-End,Static,0.98,2671972496,59.22,24.69,2.56,30646,Yes,Yes,No,5.09,2024-04-05 00:37:26
1464,1140,13,3,Video_Stream,Low-End,Static,3.46,4119234579,81.9,35.25,4.32,19676,Yes,Yes,No,4.71,2024-05-30 15:40:36
1465,347,467,3,Control_Command,Low-End,Slow,5.0,7733589013,77.59,25.41,4.95,15363,Yes,Yes,No,18.1,2024-03-08 03:53:46
1466,20,99,7,AR_VR_App,High-End,Static,0.72,9438041474,79.43,40.83,4.32,20048,Yes,Yes,Yes,12.64,2024-02-16 19:05:32
1467,1725,308,8,AR_VR_App,Low-End,Slow,4.9,3132772091,54.93,33.79,2.71,30937,Yes,Yes,No,11.88,2024-03-01 08:46:24
1468,136,414,4,AR_VR_App,Mid-End,Static,2.33,8631363696,41.85,13.53,4.07,10731,Yes,Yes,No,5.52,2024-03-12 22:33:55
1469,446,466,1,Control_Command,Mid-End,Slow,4.42,2342073511,94.01,17.47,4.57,27152,Yes,Yes,No,9.45,2024-06-05 09:11:24
1470,1462,140,5,Data_Upload,Low-End,Static,4.02,7944392384,14.88,8.57,2.9,28904,Yes,Yes,No,19.83,2024-04-22 09:43:58
1471,1872,204,4,Video_Stream,High-End,Static,3.05,3196761787,23.74,47.56,4.95,20251,Yes,Yes,Yes,10.94,2024-05-03 02:52:37
